CV Name,Method,Success,Processing Time (ms),Time Per Publication (ms),Total Publications,Verified Publications,Verified With Author Match,Precision,Recall,F1 Score,Verification Accuracy,Publication Count Accuracy,Link Provision Rate,Citation Count Availability,Metadata Richness,Input Tokens,Output Tokens,Total Tokens,API Calls,Ground Truth CV Size,Ground Truth Publications,Error,,,,,Method,Processing Time (ms)
professor_resume_example_template_primo,Claude AI,TRUE,8182.2,8182.2,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2367,,,,,,,Claude AI,8182.2
professor_resume_example_template_primo,ChatGPT AI,TRUE,5933.94,5933.94,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,2367,,,,,,,ChatGPT AI,5933.94
professor_resume_example_template_primo,Grok AI,TRUE,17948.82,,,,,1,1,1,1,1,0,0,0,,,,,2367,,,,,,,Grok AI,17948.82
qqwqwq,Traditional,TRUE,5197.78,1732.59,3,1,1,0,0,0,0.667,1,1,0,0.4,540,360,900,6,6746,3,,,,,,Traditional,5197.78
qqwqwq,Gemini AI,TRUE,6813.5,757.06,9,1,1,0,0,0,0.889,0.333,1,0,0.4,3150,1350,4500,2,6746,3,,,,,,Gemini AI,6813.5
qqwqwq,Claude AI,TRUE,8122.14,2707.38,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,6746,3,,,,,,Claude AI,8122.14
qqwqwq,ChatGPT AI,TRUE,5174.15,1724.72,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,6746,3,,,,,,ChatGPT AI,5174.15
qqwqwq,Grok AI,TRUE,10861.24,3620.41,3,1,1,0,0,0,0.667,1,1,0,0.4,1050,450,1500,1,6746,3,,,,,,Grok AI,10861.24
QueeLim_Chng_CV,Traditional,TRUE,10767.28,1538.18,7,2,2,0.286,1,0.444,1,1,1,0,0.4,1260,840,2100,14,1848,7,,,,,,Traditional,10767.28
QueeLim_Chng_CV,Gemini AI,TRUE,5805.64,829.38,7,5,5,0.286,1,0.444,0.571,1,1,0,0.4,2450,1050,3500,2,1848,7,,,,,,Gemini AI,5805.64
QueeLim_Chng_CV,Claude AI,TRUE,17789.58,2541.37,7,2,1,0.286,1,0.444,1,1,1,0,0.4,2450,1050,3500,2,1848,7,,,,,,Claude AI,17789.58
QueeLim_Chng_CV,ChatGPT AI,TRUE,15301.38,2185.91,7,2,2,0.286,1,0.444,1,1,1,0,0.4,2450,1050,3500,2,1848,7,,,,,,ChatGPT AI,15301.38
QueeLim_Chng_CV,Grok AI,TRUE,19370.62,2767.23,7,2,2,0.286,1,0.444,1,1,1,0,0.4,2450,1050,3500,2,1848,7,,,,,,Grok AI,19370.62
randallkekoaakee,Traditional,TRUE,105809.93,1429.86,74,1,1,0.014,0.25,0.026,0.959,1,1,0,0.4,13320,8880,22200,148,38567,74,,,,,,Traditional,105809.93
randallkekoaakee,Gemini AI,TRUE,31863.66,,,,,0,0,0,0.946,0,0,0,0,,,,,38567,74,,,,,,Gemini AI,31863.66
randallkekoaakee,Claude AI,FALSE,300010,,,,,0,0,0,0.946,0,,,,,,,,38567,74,Timeout,,,,,Claude AI,300010
randallkekoaakee,ChatGPT AI,FALSE,300015.04,,,,,0,0,0,0.946,0,,,,,,,,38567,74,Timeout,,,,,ChatGPT AI,300015.04
randallkekoaakee,Grok AI,TRUE,146961.62,1959.49,75,63,63,0.053,1,0.101,0.214,0.987,1,0,0.4,26250,11250,37500,15,38567,74,,,,,,Grok AI,146961.62
sample-cv-architecture,Traditional,TRUE,2837.24,2837.24,1,,,0,0,0,1,1,1,0,0.4,180,120,300,2,3849,1,,,,,,Traditional,2837.24
sample-cv-architecture,Gemini AI,TRUE,2931.73,2931.73,1,1,1,0,0,0,0,1,1,0,0.4,350,150,500,1,3849,1,,,,,,Gemini AI,2931.73
sample-cv-architecture,Claude AI,TRUE,4364.72,4364.72,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,3849,1,,,,,,Claude AI,4364.72
sample-cv-architecture,ChatGPT AI,TRUE,3378.61,3378.61,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,3849,1,,,,,,ChatGPT AI,3378.61
sample-cv-architecture,Grok AI,TRUE,9297.12,9297.12,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,3849,1,,,,,,Grok AI,9297.12
sample-cv-public-health,Traditional,TRUE,3363.63,3363.63,1,,,0,0,0,1,1,1,0,0.4,180,120,300,2,7226,1,,,,,,Traditional,3363.63
sample-cv-public-health,Gemini AI,TRUE,3600.41,1200.14,3,1,1,0,0,0,0.667,0.333,1,0,0.4,1050,450,1500,1,7226,1,,,,,,Gemini AI,3600.41
sample-cv-public-health,Claude AI,TRUE,12433.08,4144.36,3,,,0,0,0,1,0.333,1,0,0.4,1050,450,1500,1,7226,1,,,,,,Claude AI,12433.08
sample-cv-public-health,ChatGPT AI,TRUE,8097.11,2699.04,3,,,0,0,0,1,0.333,1,0,0.4,1050,450,1500,1,7226,1,,,,,,ChatGPT AI,8097.11
sample-cv-public-health,Grok AI,TRUE,13350.59,4450.2,3,1,1,0,0,0,0.667,0.333,1,0,0.4,1050,450,1500,1,7226,1,,,,,,Grok AI,13350.59
Sample_2,Traditional,TRUE,9180.01,1836,5,3,3,0.6,0.75,0.667,0.8,1,1,0,0.4,900,600,1500,10,2792,5,,,,,,Traditional,9180.01
Sample_2,Gemini AI,TRUE,5500.64,1100.13,5,4,4,0.8,1,0.889,1,1,1,0,0.4,1750,750,2500,1,2792,5,,,,,,Gemini AI,5500.64
Sample_2,Claude AI,TRUE,16957.02,3391.4,5,4,4,0.8,1,0.889,1,1,1,0,0.4,1750,750,2500,1,2792,5,,,,,,Claude AI,16957.02
Sample_2,ChatGPT AI,TRUE,15684.62,3136.92,5,4,4,0.8,1,0.889,1,1,1,0,0.4,1750,750,2500,1,2792,5,,,,,,ChatGPT AI,15684.62
Sample_2,Grok AI,TRUE,13178.63,2635.73,5,4,4,0.8,1,0.889,1,1,1,0,0.4,1750,750,2500,1,2792,5,,,,,,Grok AI,13178.63
Sam_Abbott_CV,Traditional,TRUE,7709.8,1927.45,4,2,2,0.5,0.667,0.571,0.75,1,1,0,0.4,720,480,1200,8,2165,4,,,,,,Traditional,7709.8
Sam_Abbott_CV,Gemini AI,TRUE,5713.63,1428.41,4,4,3,0.75,1,0.857,0.75,1,1,0,0.4,1400,600,2000,1,2165,4,,,,,,Gemini AI,5713.63
Sam_Abbott_CV,Claude AI,TRUE,15730.77,3932.69,4,3,2,0.75,1,0.857,1,1,1,0,0.4,1400,600,2000,1,2165,4,,,,,,Claude AI,15730.77
Sam_Abbott_CV,ChatGPT AI,TRUE,10713.14,2678.29,4,4,3,0.75,1,0.857,0.75,1,1,0,0.4,1400,600,2000,1,2165,4,,,,,,ChatGPT AI,10713.14
Sam_Abbott_CV,Grok AI,TRUE,17555.39,4388.85,4,4,4,0.75,1,0.857,0.75,1,1,0,0.4,1400,600,2000,1,2165,4,,,,,,Grok AI,17555.39
sanderijncels,Traditional,TRUE,24088.67,1416.98,17,3,3,0.176,0.3,0.222,0.588,1,1,0,0.4,3060,2040,5100,34,30647,17,,,,,,Traditional,24088.67
sanderijncels,Gemini AI,TRUE,25625.07,502.45,51,30,29,0.196,1,0.328,1,0.333,1,0,0.4,17850,7650,25500,11,30647,17,,,,,,Gemini AI,25625.07
sanderijncels,Claude AI,TRUE,125458.49,2459.97,51,7,7,0.137,0.7,0.23,0.549,0.333,1,0,0.4,17850,7650,25500,11,30647,17,,,,,,Claude AI,125458.49
sanderijncels,ChatGPT AI,TRUE,76021.31,2235.92,34,12,12,0.294,1,0.455,0.765,0.5,1,0,0.4,11900,5100,17000,7,30647,17,,,,,,ChatGPT AI,76021.31
sanderijncels,Grok AI,TRUE,73705.32,1445.2,51,13,13,0.196,1,0.328,0.667,0.333,1,0,0.4,17850,7650,25500,11,30647,17,,,,,,Grok AI,73705.32
Screenshot_26-7-2025_153215_zety.com,Traditional,TRUE,8563.73,2854.58,3,,,0,0,0,1,1,1,0,0.4,540,360,900,6,831,3,,,,,,Traditional,8563.73
Screenshot_26-7-2025_153215_zety.com,Gemini AI,TRUE,4525.37,4525.37,1,,,0,0,0,1,0.333,1,0,0.4,350,150,500,1,831,3,,,,,,Gemini AI,4525.37
Screenshot_26-7-2025_153215_zety.com,Claude AI,TRUE,8117.21,4058.61,2,,,0,0,0,1,0.667,1,0,0.4,700,300,1000,1,831,3,,,,,,Claude AI,8117.21
Screenshot_26-7-2025_153215_zety.com,ChatGPT AI,TRUE,7206.85,1441.37,5,,,0,0,0,1,0.6,1,0,0.4,1750,750,2500,1,831,3,,,,,,ChatGPT AI,7206.85
Screenshot_26-7-2025_153215_zety.com,Grok AI,TRUE,46506.48,,,,,0,0,0,1,0,0,0,0,,,,,831,3,,,,,,Grok AI,46506.48
Screenshot_26-7-2025_165238_resume,Traditional,TRUE,3612.6,,,,,1,1,1,1,1,0,0,0,,,,,1402,,,,,,,Traditional,3612.6
Screenshot_26-7-2025_165238_resume,Gemini AI,TRUE,3676.66,,,,,1,1,1,1,1,0,0,0,,,,,1402,,,,,,,Gemini AI,3676.66
Screenshot_26-7-2025_165238_resume,Claude AI,TRUE,4588.62,,,,,1,1,1,1,1,0,0,0,,,,,1402,,,,,,,Claude AI,4588.62
Screenshot_26-7-2025_165238_resume,ChatGPT AI,TRUE,3670.28,,,,,1,1,1,1,1,0,0,0,,,,,1402,,,,,,,ChatGPT AI,3670.28
Screenshot_26-7-2025_165238_resume,Grok AI,TRUE,9640.17,,,,,1,1,1,1,1,0,0,0,,,,,1402,,,,,,,Grok AI,9640.17
Screenshot_26-7-2025_165321_resume,Traditional,TRUE,3840.24,,,,,1,1,1,1,1,0,0,0,,,,,1928,,,,,,,Traditional,3840.24
Screenshot_26-7-2025_165321_resume,Gemini AI,TRUE,4043.08,,,,,1,1,1,1,1,0,0,0,,,,,1928,,,,,,,Gemini AI,4043.08
Screenshot_26-7-2025_165321_resume,Claude AI,TRUE,6993.26,,,,,1,1,1,1,1,0,0,0,,,,,1928,,,,,,,Claude AI,6993.26
Screenshot_26-7-2025_165321_resume,ChatGPT AI,TRUE,4187.08,,,,,1,1,1,1,1,0,0,0,,,,,1928,,,,,,,ChatGPT AI,4187.08
Screenshot_26-7-2025_165321_resume,Grok AI,TRUE,10099.04,,,,,1,1,1,1,1,0,0,0,,,,,1928,,,,,,,Grok AI,10099.04
Screenshot_26-7-2025_16537_resume.io,Traditional,TRUE,3799.5,,,,,1,1,1,1,1,0,0,0,,,,,1605,,,,,,,Traditional,3799.5
Screenshot_26-7-2025_16537_resume.io,Gemini AI,TRUE,3749.46,,,,,1,1,1,1,1,0,0,0,,,,,1605,,,,,,,Gemini AI,3749.46
Screenshot_26-7-2025_16537_resume.io,Claude AI,TRUE,4913.57,,,,,1,1,1,1,1,0,0,0,,,,,1605,,,,,,,Claude AI,4913.57
Screenshot_26-7-2025_16537_resume.io,ChatGPT AI,TRUE,3845.38,,,,,1,1,1,1,1,0,0,0,,,,,1605,,,,,,,ChatGPT AI,3845.38
Screenshot_26-7-2025_16537_resume.io,Grok AI,TRUE,16218.67,,,,,1,1,1,1,1,0,0,0,,,,,1605,,,,,,,Grok AI,16218.67
Screenshot_7-7-2025_175225_resumebuildr.ai,Traditional,TRUE,6308,3154,2,,,0,0,0,1,1,1,0,0.4,360,240,600,4,2300,2,,,,,,Traditional,6308
Screenshot_7-7-2025_175225_resumebuildr.ai,Gemini AI,TRUE,6032.31,3016.16,2,2,2,0,0,0,0,1,1,0,0.4,700,300,1000,1,2300,2,,,,,,Gemini AI,6032.31
Screenshot_7-7-2025_175225_resumebuildr.ai,Claude AI,TRUE,8454.62,4227.31,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,2300,2,,,,,,Claude AI,8454.62
Screenshot_7-7-2025_175225_resumebuildr.ai,ChatGPT AI,TRUE,5962.59,2981.3,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,2300,2,,,,,,ChatGPT AI,5962.59
Screenshot_7-7-2025_175225_resumebuildr.ai,Grok AI,TRUE,18722.79,9361.39,2,,,0,0,0,1,1,1,0,0.4,700,300,1000,1,2300,2,,,,,,Grok AI,18722.79
Screenshot_7-7-2025_175237_resumebuildr.ai,Traditional,TRUE,7392.95,2464.32,3,,,0,0,0,1,1,1,0,0.4,540,360,900,6,2284,3,,,,,,Traditional,7392.95
Screenshot_7-7-2025_175237_resumebuildr.ai,Gemini AI,TRUE,4917.17,1639.06,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,2284,3,,,,,,Gemini AI,4917.17
Screenshot_7-7-2025_175237_resumebuildr.ai,Claude AI,TRUE,12917.07,4305.69,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,2284,3,,,,,,Claude AI,12917.07
Screenshot_7-7-2025_175237_resumebuildr.ai,ChatGPT AI,TRUE,6377.77,2125.92,3,,,0,0,0,1,1,1,0,0.4,1050,450,1500,1,2284,3,,,,,,ChatGPT AI,6377.77
Screenshot_7-7-2025_175237_resumebuildr.ai,Grok AI,TRUE,10665.64,10665.64,1,,,0,0,0,1,0.333,1,0,0.4,350,150,500,1,2284,3,,,,,,Grok AI,10665.64
Screenshot_7-7-2025_175752_resumebuildr.ai,Traditional,TRUE,5130.86,5130.86,1,,,0,0,0,1,1,1,0,0.4,180,120,300,2,2178,1,,,,,,Traditional,5130.86
Screenshot_7-7-2025_175752_resumebuildr.ai,Gemini AI,TRUE,4249.34,4249.34,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,2178,1,,,,,,Gemini AI,4249.34
Screenshot_7-7-2025_175752_resumebuildr.ai,Claude AI,TRUE,7090.26,7090.26,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,2178,1,,,,,,Claude AI,7090.26
Screenshot_7-7-2025_175752_resumebuildr.ai,ChatGPT AI,TRUE,4969.84,4969.84,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,2178,1,,,,,,ChatGPT AI,4969.84
Screenshot_7-7-2025_175752_resumebuildr.ai,Grok AI,TRUE,10906.75,10906.75,1,,,0,0,0,1,1,1,0,0.4,350,150,500,1,2178,1,,,,,,Grok AI,10906.75
Screenshot_7-7-2025_181853_enhancv.com,Traditional,TRUE,9249.9,2312.47,4,,,0,0,0,1,1,1,0,0.4,720,480,1200,8,2690,4,,,,,,Traditional,9249.9
Screenshot_7-7-2025_181853_enhancv.com,Gemini AI,TRUE,6920.13,1730.03,4,1,1,0,0,0,0.75,1,1,0,0.4,1400,600,2000,1,2690,4,,,,,,Gemini AI,6920.13
Screenshot_7-7-2025_181853_enhancv.com,Claude AI,TRUE,11936.82,2984.2,4,,,0,0,0,1,1,1,0,0.4,1400,600,2000,1,2690,4,,,,,,Claude AI,11936.82
Screenshot_7-7-2025_181853_enhancv.com,ChatGPT AI,TRUE,7988.45,1997.11,4,,,0,0,0,1,1,1,0,0.4,1400,600,2000,1,2690,4,,,,,,ChatGPT AI,7988.45
Screenshot_7-7-2025_181853_enhancv.com,Grok AI,TRUE,46671.61,,,,,0,0,0,1,0,0,0,0,,,,,2690,4,,,,,,Grok AI,46671.61
sheilajasanoff,Traditional,TRUE,43809.43,2433.86,18,9,6,0.5,0.563,0.529,0.611,1,1,0,0.4,3240,2160,5400,36,60423,18,,,,,,Traditional,43809.43
sheilajasanoff,Gemini AI,TRUE,70418.95,529.47,133,128,126,0.12,1,0.215,0.926,0.135,1,0,0.4,46550,19950,66500,27,60423,18,,,,,,Gemini AI,70418.95
sheilajasanoff,Claude AI,FALSE,300008.9,,,,,0,0,0,0.111,0,,,,,,,,60423,18,Timeout,,,,,Claude AI,300008.9
sheilajasanoff,ChatGPT AI,FALSE,300009.85,,,,,0,0,0,0.111,0,,,,,,,,60423,18,Timeout,,,,,ChatGPT AI,300009.85
sheilajasanoff,Grok AI,TRUE,131211.34,1286.39,102,99,99,0.157,1,0.271,0.918,0.176,1,0,0.4,35700,15300,51000,21,60423,18,,,,,,Grok AI,131211.34
Skills-based-career-changer,Traditional,TRUE,2651.25,,,,,1,1,1,1,1,0,0,0,,,,,4441,,,,,,,Traditional,2651.25
Skills-based-career-changer,Gemini AI,TRUE,1419.26,,,,,1,1,1,1,1,0,0,0,,,,,4441,,,,,,,Gemini AI,1419.26
Skills-based-career-changer,Claude AI,TRUE,2840.21,,,,,1,1,1,1,1,0,0,0,,,,,4441,,,,,,,Claude AI,2840.21
Skills-based-career-changer,ChatGPT AI,TRUE,2042.68,,,,,1,1,1,1,1,0,0,0,,,,,4441,,,,,,,ChatGPT AI,2042.68
Skills-based-career-changer,Grok AI,TRUE,18129.66,9064.83,2,,,0,1,0,0,0,1,0,0.4,700,300,1000,1,4441,,,,,,,Grok AI,18129.66
Skills-based-experienced,Traditional,TRUE,2103.41,,,,,1,1,1,1,1,0,0,0,,,,,4011,,,,,,,Traditional,2103.41
Skills-based-experienced,Gemini AI,TRUE,2979.22,2979.22,1,1,1,0,1,0,0,0,1,0,0.4,350,150,500,1,4011,,,,,,,Gemini AI,2979.22
Skills-based-experienced,Claude AI,TRUE,3203.13,,,,,1,1,1,1,1,0,0,0,,,,,4011,,,,,,,Claude AI,3203.13
Skills-based-experienced,ChatGPT AI,TRUE,4519,4519,1,,,0,1,0,0,0,1,0,0.4,350,150,500,1,4011,,,,,,,ChatGPT AI,4519
Skills-based-experienced,Grok AI,TRUE,12305.25,,,,,1,1,1,1,1,0,0,0,,,,,4011,,,,,,,Grok AI,12305.25
staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...,Traditional,FALSE,300010.71,,,,,0,0,0,0.008,0,,,,,,,,57845,254,Timeout,,,,,Traditional,300010.71
staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...,Gemini AI,TRUE,147759.12,584.03,253,176,176,0.696,0.698,0.697,0.704,0.996,1,0,0.4,88550,37950,126500,51,57845,254,,,,,,Gemini AI,147759.12
staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...,Claude AI,FALSE,300008.38,,,,,0,0,0,0.008,0,,,,,,,,57845,254,Timeout,,,,,Claude AI,300008.38
staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...,ChatGPT AI,FALSE,300011.52,,,,,0,0,0,0.008,0,,,,,,,,57845,254,Timeout,,,,,ChatGPT AI,300011.52
staffportal-curtin-edu-au-staff-profile-view-alex-stojcevski-6f5e1609-...,Grok AI,FALSE,300001.09,,,,,0,0,0,0.008,0,,,,,,,,57845,254,Timeout,,,,,Grok AI,300001.09
staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...,Traditional,TRUE,26377.72,1648.61,16,15,15,0.938,0.938,0.938,0.938,1,1,0,0.4,2880,1920,4800,32,9465,16,,,,,,Traditional,26377.72
staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...,Gemini AI,TRUE,13240.81,827.55,16,16,16,1,1,1,1,1,1,0,0.4,5600,2400,8000,4,9465,16,,,,,,Gemini AI,13240.81
staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...,Claude AI,TRUE,48323.06,3020.19,16,15,15,0.938,0.938,0.938,0.938,1,1,0,0.4,5600,2400,8000,4,9465,16,,,,,,Claude AI,48323.06
staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...,ChatGPT AI,TRUE,31389.61,1961.85,16,13,13,0.813,0.813,0.813,0.813,1,1,0,0.4,5600,2400,8000,4,9465,16,,,,,,ChatGPT AI,31389.61
staffportal-curtin-edu-au-staff-profile-view-chris-rawson-7fb03d18-...,Grok AI,TRUE,41325.34,2582.83,16,16,16,1,1,1,1,1,1,0,0.4,5600,2400,8000,4,9465,16,,,,,,Grok AI,41325.34
staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...,Traditional,TRUE,130529.32,1292.37,101,78,77,0.772,0.804,0.788,0.812,1,1,0,0.4,18180,12120,30300,202,24356,101,,,,,,Traditional,130529.32
staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...,Gemini AI,TRUE,65577.56,649.28,101,96,95,0.95,0.99,0.97,0.99,1,1,0,0.4,35350,15150,50500,21,24356,101,,,,,,Gemini AI,65577.56
staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...,Claude AI,TRUE,241270.47,2388.82,101,96,96,0.95,0.99,0.97,0.99,1,1,0,0.4,35350,15150,50500,21,24356,101,,,,,,Claude AI,241270.47
staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...,ChatGPT AI,FALSE,300008.34,,,,,0,0,0,0.04,0,,,,,,,,24356,101,Timeout,,,,,ChatGPT AI,300008.34
staffportal-curtin-edu-au-staff-profile-view-franca-jones-366fbb02-...,Grok AI,TRUE,177853.81,2195.73,81,78,77,0.963,0.804,0.876,0.997,0.802,1,0,0.4,28350,12150,40500,17,24356,101,,,,,,Grok AI,177853.81
staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...,Traditional,TRUE,39111.43,1348.67,29,20,19,0.69,0.8,0.741,0.828,1,1,0,0.4,5220,3480,8700,58,11028,29,,,,,,Traditional,39111.43
staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...,Gemini AI,TRUE,28177.15,,,,,0,0,0,0.138,0,0,0,0,,,,,11028,29,,,,,,Gemini AI,28177.15
staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...,Claude AI,TRUE,92636.12,3194.35,29,25,24,0.862,1,0.926,1,1,1,0,0.4,10150,4350,14500,6,11028,29,,,,,,Claude AI,92636.12
staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...,ChatGPT AI,TRUE,153980.69,5309.68,29,22,22,0.759,0.88,0.815,0.897,1,1,0,0.4,10150,4350,14500,6,11028,29,,,,,,ChatGPT AI,153980.69
staffportal-curtin-edu-au-staff-profile-view-jonathan-paxman-c9a2deae-...,Grok AI,TRUE,56588.63,1951.33,29,25,21,0.862,1,0.926,1,1,1,0,0.4,10150,4350,14500,6,11028,29,,,,,,Grok AI,56588.63
staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...,Traditional,TRUE,1615.18,,,,,1,1,1,1,1,0,0,0,,,,,1372,,,,,,,Traditional,1615.18
staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...,Gemini AI,TRUE,1348.04,,,,,1,1,1,1,1,0,0,0,,,,,1372,,,,,,,Gemini AI,1348.04
staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...,Claude AI,TRUE,886.9,,,,,1,1,1,1,1,0,0,0,,,,,1372,,,,,,,Claude AI,886.9
staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...,ChatGPT AI,TRUE,2169.19,,,,,1,1,1,1,1,0,0,0,,,,,1372,,,,,,,ChatGPT AI,2169.19
staffportal-curtin-edu-au-staff-profile-view-kate-brooks-ad1af2ea-...,Grok AI,TRUE,14733.43,,,,,1,1,1,1,1,0,0,0,,,,,1372,,,,,,,Grok AI,14733.43
staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...,Traditional,TRUE,116050.43,1415.25,82,71,71,0.866,0.887,0.877,0.89,1,1,0,0.4,14760,9840,24600,164,31613,82,,,,,,Traditional,116050.43
staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...,Gemini AI,TRUE,78884.37,717.13,110,101,99,0.727,1,0.842,0.943,0.745,1,0,0.4,38500,16500,55000,22,31613,82,,,,,,Gemini AI,78884.37
staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...,Claude AI,TRUE,1136.42,,,,,0,0,0,0.024,0,0,0,0,,,,,31613,82,,,,,,Claude AI,1136.42
staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...,ChatGPT AI,FALSE,300011.8,,,,,0,0,0,0.024,0,,,,,,,,31613,82,Timeout,,,,,ChatGPT AI,300011.8
staffportal-curtin-edu-au-staff-profile-view-M-Buntine-...,Grok AI,TRUE,183242.83,1665.84,110,106,104,0.727,1,0.842,0.988,0.745,1,0,0.4,38500,16500,55000,22,31613,82,,,,,,Grok AI,183242.83
staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...,Traditional,TRUE,145039.91,1436.04,101,83,82,0.822,0.83,0.826,0.832,1,1,0,0.4,18180,12120,30300,202,44266,101,,,,,,Traditional,145039.91
staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...,Gemini AI,TRUE,110326.39,685.26,161,160,158,0.621,1,0.766,0.996,0.627,1,0,0.4,56350,24150,80500,33,44266,101,,,,,,Gemini AI,110326.39
staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...,Claude AI,TRUE,1233.89,,,,,0,0,0,0.01,0,0,0,0,,,,,44266,101,,,,,,Claude AI,1233.89
staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...,ChatGPT AI,FALSE,300008.17,,,,,0,0,0,0.01,0,,,,,,,,44266,101,Timeout,,,,,ChatGPT AI,300008.17
staffportal-curtin-edu-au-staff-profile-view-mark-ogden-29ecbc5d-...,Grok AI,TRUE,263776.29,1638.36,161,160,158,0.621,1,0.766,0.996,0.627,1,0,0.4,56350,24150,80500,33,44266,101,,,,,,Grok AI,263776.29
staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...,Traditional,TRUE,81284.07,1890.33,43,40,9,0.93,0.93,0.93,0.93,1,1,0,0.4,7740,5160,12900,86,36146,43,,,,,,Traditional,81284.07
staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...,Gemini AI,TRUE,89871.61,646.56,139,123,121,0.309,1,0.473,0.885,0.309,1,0,0.4,48650,20850,69500,28,36146,43,,,,,,Gemini AI,89871.61
staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...,Claude AI,TRUE,1119.74,,,,,0,0,0,0,0,0,0,0,,,,,36146,43,,,,,,Claude AI,1119.74
staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...,ChatGPT AI,FALSE,300011.49,,,,,0,0,0,0,0,,,,,,,,36146,43,Timeout,,,,,ChatGPT AI,300011.49
staffportal-curtin-edu-au-staff-profile-view-martin-van-kranendonk-4b1d3270-...,Grok AI,TRUE,252950.79,1873.71,135,126,125,0.319,1,0.483,0.933,0.319,1,0,0.4,47250,20250,67500,27,36146,43,,,,,,Grok AI,252950.79
staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...,Traditional,TRUE,71134.05,1247.97,57,44,44,0.772,0.8,0.786,0.807,1,1,0,0.4,10260,6840,17100,114,18358,57,,,,,,Traditional,71134.05
staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...,Gemini AI,TRUE,37610.57,637.47,59,53,53,0.898,0.964,0.93,0.933,0.966,1,0,0.4,20650,8850,29500,12,18358,57,,,,,,Gemini AI,37610.57
staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...,Claude AI,TRUE,1104.4,,,,,0,0,0,0.035,0,0,0,0,,,,,18358,57,,,,,,Claude AI,1104.4
staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...,ChatGPT AI,TRUE,161247.29,2780.13,58,37,37,0.638,0.673,0.655,0.673,0.983,1,0,0.4,20300,8700,29000,12,18358,57,,,,,,ChatGPT AI,161247.29
staffportal-curtin-edu-au-staff-profile-view-Sambit-Datta-...,Grok AI,TRUE,110574.98,1906.47,58,44,44,0.759,0.8,0.779,0.794,0.983,1,0,0.4,20300,8700,29000,12,18358,57,,,,,,Grok AI,110574.98
